t,omega_R,omega_L,u,omega,x,y,psi
20.5109,1.6127,1.6131,0.16129,-9.9999999999989e-05,1.0003917338436648,-0.48926452626038286,-1.560983810000001
20.6144,1.5679,1.5683,0.15681,-9.9999999999989e-05,1.0005545016611277,-0.5059572477510221,-1.560994160000001
20.711,1.5237,1.5241,0.15239,-9.9999999999989e-05,1.0007020150428736,-0.5211043755043314,-1.561003820000001
20.8107,1.4802,1.4806,0.14804,-9.9999999999989e-05,1.000849796039865,-0.5362969398069446,-1.561013790000001
20.9105,1.4374,1.4378,0.14376,-9.9999999999989e-05,1.0009933268157687,-0.5510706346353221,-1.561023770000001
21.0106,1.3954,1.3957,0.139555,-7.499999999999174e-05,1.0011329543918979,-0.5654603332618872,-1.561033780000001
21.1153,1.3541,1.3544,0.135425,-7.499999999999174e-05,1.001274811472704,-0.5800710531462433,-1.561041632500001
21.2108,1.3136,1.3139,0.131375,-7.499999999999174e-05,1.001400251570896,-0.5930035323199141,-1.561048795000001
21.3103,1.2739,1.2742,0.127405,-7.499999999999174e-05,1.0015269212465627,-0.6060747310937573,-1.5610562575000009
21.4108,1.235,1.2353,0.123515,-7.499999999999174e-05,1.0016508793800298,-0.6188783335793971,-1.5610637950000008
21.511,1.197,1.1973,0.119715,-7.499999999999174e-05,1.0017705778032522,-0.6312539577474722,-1.5610713100000009
21.6107,1.1599,1.1601,0.1159999999999999,-4.999999999999449e-05,1.0018859020284334,-0.6431889861140088,-1.561078787500001
21.7107,1.1236,1.1238,0.11237,-4.999999999999449e-05,1.00199812373378,-0.654788443279706,-1.561083787500001
21.8106,1.0882,1.0884,0.10883,-4.999999999999449e-05,1.0021066532073946,-0.6660136816529001,-1.561088782500001
21.9106,1.0537,1.0539,0.10538,-4.999999999999449e-05,1.0022117987762202,-0.6768961737231638,-1.561093782500001
22.0108,1.0201,1.0203,0.10202,-4.999999999999449e-05,1.0023137460949845,-0.6874547575756024,-1.561098792500001
22.1102,0.9873,0.9875,0.09874,-5.0000000000022256e-05,1.002411588216407,-0.6975950735680765,-1.561103762500001
22.2126,0.9554,0.9556,0.09555,-4.999999999999449e-05,1.00250907599096,-0.7077055795924321,-1.561108882500001
22.3105,0.9244,0.9245,0.092445,-2.4999999999997247e-05,1.0025992047926469,-0.7170594904011659,-1.561113777500001
22.4106,0.8942,0.8944,0.08943,-4.999999999999449e-05,1.0026885529916438,-0.726312803550154,-1.561116280000001
22.5102,0.8649,0.865,0.086495,-2.4999999999997247e-05,1.002774276052281,-0.7352196190556457,-1.5611212600000008
22.6106,0.8364,0.8366,0.08365,-4.999999999999449e-05,1.0028580429814413,-0.7439033130413977,-1.561123770000001
22.7106,0.8087,0.8089,0.08088,-4.999999999999449e-05,1.002938452680777,-0.7522679265728317,-1.561128770000001
22.8107,0.7819,0.782,0.078195,-2.4999999999997247e-05,1.00301622037553,-0.760363641077426,-1.561133775000001
22.9107,0.7559,0.756,0.075595,-2.4999999999997247e-05,1.003091525535248,-0.7681827784624204,-1.5611362750000009
23.0105,0.7306,0.7307,0.073065,-2.4999999999997247e-05,1.003164154024643,-0.7757268098673088,-1.5611387700000008
23.1104,0.7061,0.7062,0.070615,-2.5000000000025e-05,1.0032343955662928,-0.7830256653898302,-1.5611412675000007
23.211,0.6824,0.6825,0.068245,-2.4999999999997247e-05,1.0033027312888032,-0.7901292057086742,-1.5611437825000007
23.3105,0.6594,0.6595,0.065945,-2.4999999999997247e-05,1.0033680259521807,-0.7969192692769569,-1.5611462700000007
23.4106,0.6371,0.6372,0.063715,-2.4999999999997247e-05,1.003431475661994,-0.803520058835402,-1.5611487725000006
23.511,0.6155,0.6156,0.061555,-2.4999999999997247e-05,1.0034929389860767,-0.8099167495585017,-1.5611512825000007
23.6105,0.5946,0.5947,0.059465,-2.4999999999997247e-05,1.003551762551558,-0.8160411895779668,-1.5611537700000007
23.7108,0.5744,0.5745,0.057445,-2.4999999999997247e-05,1.0036090224043663,-0.8220052542190813,-1.5611562775000007
23.8111,0.5548,0.5549,0.055485,-2.4999999999997247e-05,1.0036643142007058,-0.8277667224178269,-1.5611587850000008
23.9107,0.5358,0.5359,0.053585,-2.4999999999997247e-05,1.0037173243928352,-0.8332927741717617,-1.5611612750000008
24.0104,0.5175,0.5176,0.0517549999999999,-2.4999999999997247e-05,1.003768548894743,-0.8386349530952658,-1.5611637675000007
24.1107,0.4998,0.4999,0.049985,-2.4999999999997247e-05,1.0038183002536796,-0.843825741184647,-1.5611662750000008
24.2108,0.4826,0.4827,0.048265,-2.5000000000011128e-05,1.003866233220251,-0.8488290100893574,-1.5611687775000007
24.3105,0.466,0.4661,0.046605,-2.4999999999997247e-05,1.00391231123069,-0.8536408099783284,-1.5611712700000007
24.4106,0.45,0.4501,0.045005,-2.4999999999997247e-05,1.0039569627337483,-0.8583057567943874,-1.5611737725000006
24.511,0.4345,0.4346,0.043455,-2.4999999999997247e-05,1.0040001906052112,-0.8628240520191524,-1.5611762825000006
24.6105,0.4195,0.4196,0.041955,-2.4999999999997247e-05,1.0040415361081272,-0.8671476268413361,-1.5611787700000006
24.7105,0.405,0.4051,0.040505,-2.4999999999997247e-05,1.0040816359571731,-0.8713429352107658,-1.5611812700000005
24.8102,0.3911,0.3911,0.03911,0.0,1.0041202150705975,-0.8753810994374391,-1.5611837625000005
24.9158,0.3775,0.3776,0.037755,-2.4999999999997247e-05,1.0041599145035494,-0.8795109246292941,-1.5611837625000005
25.0155,-8.5909,3.589,-0.2500949999999999,-3.044975,1.0041958480676212,-0.8832749266190918,-1.5611862550000004
25.1111,-8.6303,5.7363,-0.1447,-3.59165,0.9748574668024341,-0.8596466931632705,-1.8522858650000036
25.2111,-7.6931,7.5122,-0.009045,-3.801325,0.9443741182026031,-0.8357690607347588,-2.2114508649999958
25.3111,-5.692,8.295,0.13015,-3.49675,0.9144393550841192,-0.8123226270431971,-2.5915833650000013
25.4116,-3.1955,7.9417,0.23731,-2.7843,0.8849196046122095,-0.7891999849137663,-2.943006740000002
25.5112,-0.9844,6.9542,0.29849,-1.98465,0.8562770741908273,-0.766676381044307,-3.2203230199999986
25.611,0.588,5.9075,0.324775,-1.329875,0.8281378352600772,-0.7445880277878811,-3.4183910900000023
25.711,1.5819,5.061,0.332145,-0.869775,0.8005308294095238,-0.7229201255871615,-3.5513785899999997
25.811,2.1747,4.4422,0.330845,-0.5668749999999999,0.7735315830615396,-0.7017094074957485,-3.6383560900000007
25.9108,2.5142,4.0019,0.325805,-0.3719249999999999,0.7472004139711153,-0.6809998437014007,-3.694930215
26.0111,2.6977,3.6858,0.319175,-0.2470249999999999,0.7213590139663952,-0.6606527196955454,-3.7322342925000003
26.1112,2.7852,3.4521,0.311865,-0.166725,0.696199397400807,-0.6408064777768175,-3.7569614950000005
26.211,2.8129,3.2721,0.30425,-0.1148,0.6717451734790809,-0.6214810844124041,-3.77360065
26.3116,2.8032,3.1272,0.29652,-0.081,0.6477319583641609,-0.6024673687539742,-3.78514953
26.4117,2.7697,3.0053,0.28875,-0.0589,0.62447415213888,-0.5840084324928427,-3.7932576300000003
26.5111,2.7211,2.8985,0.28098,-0.04435,0.6020091977044455,-0.5661350151990394,-3.79911229
26.6111,2.6629,2.802,0.273245,-0.034775,0.5800403816629036,-0.5486117330297963,-3.80354729
26.7111,2.5986,2.7125,0.265555,-0.028475,0.5587007743450595,-0.5315421580546341,-3.80702479
26.8109,2.5308,2.628,0.25794,-0.0242999999999999,0.5380281212961835,-0.5149560555231554,-3.809866595
26.9113,2.4608,2.5473,0.250405,-0.021625,0.5178527987060845,-0.4987178411663609,-3.812306315
27.0117,2.3898,2.4695,0.242965,-0.0199249999999999,0.49829309662297155,-0.4829216998925769,-3.814477465
27.1109,2.3185,2.394,0.235625,-0.018875,0.47956777029694597,-0.4677456069827871,-3.816454025
27.2107,2.2475,2.3206,0.228405,-0.018275,0.4613248097289925,-0.4529063773765893,-3.81833775
27.3117,2.1771,2.2489,0.2213,-0.01795,0.44345553271081245,-0.4383153737921862,-3.820183525
27.4118,2.1076,2.179,0.21433,-0.0178499999999999,0.426323814197743,-0.4242706819462045,-3.82198032
27.5124,2.0392,2.1106,0.20749,-0.0178499999999999,0.40967632809009435,-0.41056681532567396,-3.8237760300000003
27.6112,1.972,2.0439,0.200795,-0.0179749999999999,0.3938754521211397,-0.3975048892518506,-3.8255396100000003
27.711,1.9062,1.9787,0.194245,-0.018125,0.3784566116835947,-0.38470384522305034,-3.8273335150000003
27.8109,1.8419,1.9151,0.18785,-0.0182999999999999,0.36355271250082644,-0.37227550944536797,-3.8291442025
27.9111,1.779,1.853,0.1815999999999999,-0.0185,0.349122961062956,-0.36018811775252796,-3.8309778625
28.0113,1.7177,1.7924,0.175505,-0.0186749999999999,0.3351999105086547,-0.3484710751716693,-3.8328315625
28.1111,1.658,1.7334,0.16957,-0.01885,0.32182386560354836,-0.3371615499373572,-3.8346953275
28.2118,1.5998,1.676,0.16379,-0.0190499999999999,0.3088093688897707,-0.3261054021874286,-3.8365935225
28.3109,1.5433,1.6201,0.15817,-0.0192,0.29646354151560617,-0.31556592080183565,-3.8384813775
28.4111,1.4884,1.5657,0.152705,-0.019325,0.28443360907814097,-0.3052461854942108,-3.8404052175
28.5117,1.4351,1.5129,0.1474,-0.0194499999999999,0.272797331472773,-0.295214751817431,-3.8423493124999997
28.6114,1.3833,1.4615,0.14224,-0.01955,0.2616895823011222,-0.2855907473620571,-3.8442884774999997
28.7109,1.3332,1.4117,0.137245,-0.019625,0.25101519664167027,-0.27629562272111285,-3.8462337024999997
28.8112,1.2846,1.3634,0.1324,-0.0196999999999999,0.24065540364345508,-0.2672288040157323,-3.8482020899999996
28.9109,1.2376,1.3165,0.127705,-0.0197249999999999,0.2307432186725425,-0.2585090243352528,-3.8501661799999995
29.0118,1.1921,1.2711,0.1231599999999999,-0.0197499999999999,0.22108894110150557,-0.24997269269424338,-3.8521564324999997
29.1111,1.1481,1.2271,0.11876,-0.01975,0.2119467517699892,-0.24184702036357086,-3.8541176074999997
29.2108,1.1055,1.1845,0.1145,-0.01975,0.20311570872199836,-0.23395741578878582,-3.8560866824999995
29.3111,1.0643,1.1433,0.11038,-0.0197499999999999,0.19456994233335928,-0.2262828205296295,-3.8580676074999993
29.4106,1.0246,1.1034,0.1064,-0.0196999999999999,0.18641658192588093,-0.21892187991551512,-3.8600327324999992
29.5116,0.9862,1.0648,0.10255,-0.01965,0.17845729731888751,-0.21169868875330822,-3.8620224324999994
29.6114,0.9491,1.0275,0.09883,-0.0196,0.1708952234629681,-0.20479953789880698,-3.8639835024999996
29.7112,0.9133,0.9914,0.095235,-0.0195249999999999,0.1636248902378575,-0.19813141205834198,-3.8659395825
29.8117,0.8788,0.9565,0.091765,-0.0194249999999999,0.15658679947524953,-0.19164218457294113,-3.8679018449999996
29.9109,0.8455,0.9228,0.088415,-0.0193249999999999,0.14990902451128693,-0.1854526236503199,-3.8698288049999996
30.0109,0.8134,0.8903,0.085185,-0.0192249999999999,0.1434387937640749,-0.1794238939424686,-3.8717613049999997
30.1108,0.7824,0.8588,0.08206,-0.0191,0.1372264321975421,-0.1736046813603106,-3.8736818824999997
30.2123,0.7525,0.8285,0.07905,-0.019,0.13116100973704448,-0.16789311640471277,-3.8756205324999997
30.3116,0.7238,0.7992,0.07615,-0.01885,0.12545915601491697,-0.16249481101203767,-3.8775072324999997
30.4114,0.696,0.7709,0.073345,-0.018725,0.11995235669244432,-0.15725390884370388,-3.8793884624999997
30.5111,0.6693,0.7436,0.070645,-0.018575,0.11466703024879993,-0.1521969550225471,-3.8812553449999996
30.6108,0.6436,0.7173,0.068045,-0.018425,0.10958899528902961,-0.1473126921554455,-3.8831072724999998
30.7113,0.6188,0.6919,0.065535,-0.0182749999999999,0.10467101703974728,-0.1425573616396539,-3.884958985
30.8109,0.5949,0.6674,0.063115,-0.018125,0.0999888499737705,-0.13800588880018333,-3.886779175
30.9147,0.5719,0.6437,0.06078,-0.01795,0.09530144765671111,-0.1334250950125848,-3.88866055
31.011,0.5498,0.6209,0.058535,-0.017775,0.09112456517891197,-0.1293211363962398,-3.890389135
31.111,0.5284,0.5989,0.056365,-0.017625,0.08695783015691913,-0.12520611797963468,-3.892166635
31.2146,0.5079,0.5777,0.0542799999999999,-0.0174499999999999,0.08281202178934258,-0.12108976403752118,-3.8939925850000003
31.3184,0.4882,0.5572,0.05227,-0.01725,0.07882250603569027,-0.11710711375005974,-3.8958038950000002
31.4172,0.4692,0.5375,0.050335,-0.0170749999999999,0.07517541633298451,-0.11344685014076956,-3.8975081950000003
31.512,0.4509,0.5185,0.04847,-0.0168999999999999,0.07181431232122344,-0.11005585376015689,-3.899126905
31.6169,0.4333,0.5001,0.04667,-0.0166999999999999,0.06824207104506756,-0.10643332818055107,-3.900899715
31.7119,0.4164,0.4825,0.044945,-0.0165249999999999,0.06513550377719161,-0.1032660482820954,-3.902486215
31.8108,0.4001,0.4654,0.043275,-0.0163249999999999,0.06202899928324359,-0.10008251207559779,-3.9041205375000003
31.9122,0.3844,0.449,0.04167,-0.0161499999999999,0.058970353222452185,-0.09693173816371681,-3.9057758925000003
32.015,0.3693,0.4331,0.04012,-0.0159499999999999,0.05599264147482156,-0.09384779975228845,-3.9074361125000006
32.1124,0.3548,0.4178,0.03863,-0.01575,0.05328367006741505,-0.091027226410961,-3.9089896425000004
32.2128,0.3409,0.4031,0.0372,-0.01555,0.050602053486290016,-0.0882207468501875,-3.9105709425000006
32.3112,0.3275,0.3889,0.03582,-0.01535,0.048077958453055514,-0.0855652862939479,-3.9121010625000006
32.4124,0.3146,0.3752,0.03449,-0.0151499999999999,0.04558502278270295,-0.08292901774148526,-3.9136544825000006
32.5111,0.3022,0.362,0.03321,-0.0149499999999999,0.043250343635552226,-0.08044709139671613,-3.9151497875000008
32.611,0.2902,0.3493,0.0319749999999999,-0.0147749999999999,0.040981125809088984,-0.07802223058113263,-3.9166432925000008
32.7111,0.2788,0.337,0.03079,-0.01455,0.03879808538785642,-0.07567687927477637,-3.918122270000001
32.8113,0.2677,0.3252,0.029645,-0.0143749999999999,0.036699459738327306,-0.07341077572820492,-3.919580180000001
32.9114,0.2571,0.3138,0.028545,-0.014175,0.03468664482140213,-0.07122556931226788,-3.921019117500001
33.0117,0.2469,0.3028,0.027485,-0.013975,0.032750030660721116,-0.06911207173730023,-3.922440870000001
33.1118,0.2371,0.2922,0.026465,-0.013775,0.03089423867140644,-0.06707615092761644,-3.923839767500001
33.2118,0.2277,0.282,0.025485,-0.0135749999999999,0.029114089684593534,-0.06511298845414457,-3.9252172675000008
33.3117,0.2187,0.2721,0.02454,-0.01335,0.02740636363069751,-0.06321986088580674,-3.926573410000001
33.4112,0.21,0.2626,0.02363,-0.01315,0.025772966808133332,-0.06140005191616366,-3.9279017350000007
33.5111,0.2016,0.2534,0.02275,-0.01295,0.024198241729845114,-0.05963650275144747,-3.9292154200000007
33.6124,0.1935,0.2446,0.021905,-0.012775,0.022665257187374294,-0.057910746849286626,-3.9305272550000008
33.7112,0.1858,0.2361,0.021095,-0.012575,0.021229912229827695,-0.05628608140011554,-3.9317894250000007
33.8116,0.1784,0.2279,0.020315,-0.0123749999999999,0.01982920927360053,-0.05469245897925496,-3.9330519550000007
33.9118,0.1713,0.2199,0.01956,-0.01215,0.018486808717165557,-0.05315725448048016,-3.9342919300000005
34.0123,0.1644,0.2123,0.018835,-0.011975,0.017193949108074896,-0.05167141623856467,-3.9355130050000007
34.1112,0.1578,0.2049,0.018135,-0.011775,0.01597249191350473,-0.05026002559283716,-3.9366973325000005
34.2111,0.1515,0.1978,0.017465,-0.011575,0.014787912849208619,-0.04888422845628177,-3.9378736550000006
34.3115,0.1454,0.1909,0.016815,-0.0113749999999999,0.013644642230042055,-0.04754963079971425,-3.9390357850000006
34.4108,0.1395,0.1843,0.01619,-0.0111999999999999,0.01255909827883061,-0.046275915963969,-3.9401653225000004
34.5112,0.1339,0.178,0.0155949999999999,-0.0110249999999999,0.01150550841924759,-0.04503303013370789,-3.9412898025000005
34.6114,0.1285,0.1718,0.015015,-0.010825,0.01049570521881613,-0.04383541610284083,-3.9423945075000004
34.7111,0.1233,0.1659,0.01446,-0.0106499999999999,0.009531080943005848,-0.04268557115976144,-3.9434737600000003
34.8113,0.1184,0.1601,0.013925,-0.0104249999999999,0.008600276059602395,-0.04157009907984849,-3.9445408900000003
34.9114,0.1136,0.1546,0.01341,-0.0102499999999999,0.007707167192263543,-0.040494839733397625,-3.9455844325000005
35.0115,0.109,0.1493,0.012915,-0.0100749999999999,0.006849687770600053,-0.03945698826294975,-3.9466104575000003
35.1121,0.1046,0.1441,0.012435,-0.009875,0.006022241045917041,-0.038450185096247036,-3.9476240025000005
35.2116,0.1003,0.1392,0.011975,-0.0097249999999999,0.005236483246164806,-0.03748940054412372,-3.9486065650000004
35.3114,0.0963,0.1344,0.011535,-0.0095249999999999,0.004479975055963927,-0.03655913655510539,-3.9495771200000003
35.4124,0.0924,0.1298,0.01111,-0.00935,0.0037445305366861723,-0.03565046564036478,-3.9505391450000005
35.5117,0.0886,0.1253,0.010695,-0.0091749999999999,0.0030501979482153367,-0.034788129550903935,-3.9514676000000004
35.6114,0.085,0.121,0.0103,-0.0089999999999999,0.0023811411569434303,-0.03395284025795635,-3.9523823475000004
35.7109,0.0815,0.1169,0.00992,-0.00885,0.0017400037422694876,-0.033148303409511734,-3.9532778475000003
35.8111,0.0782,0.1129,0.009555,-0.0086749999999999,0.001120198085631585,-0.03236618529146007,-3.9541646175000005
35.9116,0.075,0.109,0.0092,-0.0085,0.0005231797574603736,-0.0316090175431388,-3.9550364550000006
36.0115,0.072,0.1053,0.008865,-0.008325,-4.652413609039247e-05,-0.030882824678055382,-3.9558856050000006
36.1115,0.069,0.1017,0.008535,-0.0081749999999999,-0.0005944596827406794,-0.03018098463273375,-3.9567181050000007
36.211,0.0662,0.0982,0.00822,-0.008,-0.0011176427703605937,-0.029507121371503183,-3.9575315175000005
36.3118,0.0635,0.0948,0.007915,-0.0078249999999999,-0.0016266348040961292,-0.028848358814150567,-3.9583379175000006
36.4115,0.0609,0.0916,0.007625,-0.0076749999999999,-0.0021100009781557637,-0.0282197392346291,-3.9591180700000006
36.5115,0.0584,0.0885,0.007345,-0.0075249999999999,-0.0025755869313363435,-0.027611030328253527,-3.9598855700000004
36.6122,0.056,0.0854,0.00707,-0.00735,-0.0030257929554934186,-0.027019315700941064,-3.9606433375000005
36.7115,0.0537,0.0825,0.00681,-0.0072,-0.0034519183545988538,-0.026456626058199633,-3.9613731925000004
36.8113,0.0515,0.0797,0.00656,-0.0070499999999999,-0.0038631643985832624,-0.02591078012106426,-3.9620917525000006
36.9116,0.0493,0.077,0.006315,-0.006925,-0.004260079475338519,-0.025381270511047035,-3.9627988675000005
37.0121,0.0473,0.0744,0.006085,-0.0067749999999999,-0.004641554008311049,-0.024869302776698788,-3.9634948300000006
37.1116,0.0454,0.0719,0.005865,-0.006625,-0.005004392312011591,-0.024379944598775325,-3.9641689425000006
37.2113,0.0435,0.0694,0.005645,-0.006475,-0.005353802889730302,-0.02390645070425811,-3.9648294550000007
37.3117,0.0417,0.0671,0.00544,-0.00635,-0.005691439555117984,-0.023446622167919956,-3.965479545000001
37.4112,0.04,0.0648,0.00524,-0.0061999999999999,-0.0060128083951024565,-0.023006510664556,-3.966111370000001
37.5114,0.0383,0.0626,0.005045,-0.006075,-0.006323656196742639,-0.022578832704058305,-3.966732610000001
37.6112,0.0367,0.0604,0.004855,-0.005925,-0.006620711469777965,-0.022167813036821894,-3.967338895000001
37.7114,0.0352,0.0584,0.00468,-0.0058,-0.006906903954316739,-0.02176997825399518,-3.967932580000001
37.8114,0.0337,0.0564,0.004505,-0.0056749999999999,-0.007181351237320771,-0.021386485504583004,-3.968512580000001
37.9115,0.0323,0.0545,0.00434,-0.0055499999999999,-0.0074449091092986,-0.021016187505109172,-3.969080647500001
38.0113,0.031,0.0527,0.004185,-0.0054249999999999,-0.007697242114209887,-0.020659817858004585,-3.969634537500001
38.1121,0.0297,0.0509,0.00403,-0.0052999999999999,-0.007942265411470795,-0.020312097196036688,-3.970181377500001
38.2116,0.0284,0.0491,0.003875,-0.0051749999999999,-0.00817443324885074,-0.019980935535006437,-3.9707087275000013
38.3119,0.0272,0.0475,0.003735,-0.005075,-0.008398714028206493,-0.01965929781039161,-3.9712277800000013
38.4117,0.0261,0.0459,0.0036,-0.00495,-0.008613013697364202,-0.01935012840478984,-3.971734265000001
38.5118,0.025,0.0443,0.003465,-0.0048249999999999,-0.008819605400827261,-0.019050738440678693,-3.972229760000001
38.6113,0.024,0.0428,0.00334,-0.0046999999999999,-0.009016670695224141,-0.018763798135254233,-3.9727098475000013
38.7117,0.023,0.0414,0.00322,-0.0046,-0.009207847174760813,-0.01848428338803691,-3.9731817275000014
38.8114,0.022,0.04,0.0031,-0.0045,-0.009390236363376884,-0.01821614100780587,-3.9736403475000013
38.9115,0.0211,0.0386,0.002985,-0.004375,-0.00956588542715968,-0.017956393525590503,-3.974090797500001
39.0116,0.0202,0.0373,0.002875,-0.004275,-0.00973459532602912,-0.017705923155756496,-3.974528735000001
39.1115,0.0193,0.0361,0.00277,-0.0042,-0.009896205455866862,-0.017464682414395014,-3.974955807500001
39.2122,0.0185,0.0348,0.002665,-0.004075,-0.010052455409971826,-0.017229774560121893,-3.975378747500001
39.3121,0.0177,0.0337,0.00257,-0.004,-0.010201240400801238,-0.01700527390074268,-3.9757858400000012
39.4119,0.017,0.0325,0.002475,-0.003875,-0.010343970495264934,-0.01678846339654515,-3.976185040000001
39.5116,0.0163,0.0314,0.002385,-0.003775,-0.0104810346771387,-0.016579668663631253,-3.9765713775000013
39.6114,0.0156,0.0304,0.0023,-0.0037,-0.010612866719303617,-0.016377939565239672,-3.9769481225000014
39.7117,0.0149,0.0293,0.00221,-0.0036,-0.010740120793351743,-0.01618197655072124,-3.9773192325000015
39.8116,0.0143,0.0283,0.00213,-0.0034999999999999,-0.010861506258939236,-0.015994087368272902,-3.9776788725000016
39.9121,0.0137,0.0274,0.002055,-0.003425,-0.010978908723910228,-0.01581166542313269,-3.9780306225000017
